0.709373, 0.897115, 0.803736
0.993979, 0.651183, 0.538596
0.922595, 0.833862, 0.050925
0.889445, 0.0020215, 0.489152
0.343255, 0.0676453, 0.87095
0.070463, 0.519124, 0.148509
0.454421, 0.31797, 0.632702
0.288236, 0.226605, 0.284539
0.258832, 0.554938, 0.0446874
0.52922, 0.552419, 0.471989
0.152697, 0.891228, 0.776863
0.874726, 0.993321, 0.101652
0.148579, 0.906708, 0.629404
0.424763, 0.107268, 0.743957
0.856081, 0.301649, 0.799558
0.0237807, 0.221163, 0.347522
0.845732, 0.852521, 0.589621
0.394218, 0.611877, 0.513049
0.263714, 0.471901, 0.727072
0.456502, 0.384594, 0.687414
0.64782, 0.125287, 0.137807
0.676698, 0.696664, 0.299247
0.454967, 0.80304, 0.209917
0.368979, 0.792091, 0.769514
0.673686, 0.0906988, 0.815992
0.573009, 0.318716, 0.652233
0.351948, 0.221087, 0.256386
0.121141, 0.22635, 0.964068
0.102465, 0.144265, 0.727262
0.913585, 0.393707, 0.520968
0.38851, 0.756148, 0.174988
0.26929, 0.708466, 0.487876
0.769891, 0.448958, 0.000612777
0.425927, 0.677982, 0.097873
0.329157, 0.0636191, 0.993524
0.0219996, 0.393477, 0.406157
0.66305, 0.820287, 0.562901
0.727562, 0.103332, 0.757717
0.664414, 0.734592, 0.777285
0.231695, 0.746077, 0.585341
0.307032, 0.981099, 0.57445
0.805521, 0.387166, 0.230644
0.630304, 0.828189, 0.925433
0.0857664, 0.152682, 0.798676
0.247423, 0.273514, 0.586073
0.25344, 0.557725, 0.178332
0.935477, 0.848182, 0.200975
0.0334103, 0.626264, 0.36734
0.272531, 0.680637, 0.394639
0.840355, 0.707502, 0.780207
0.431208, 0.374862, 0.347058
0.59765, 0.658142, 0.173417
0.33812, 0.0378156, 0.709946
0.434619, 0.339509, 0.733901
0.728039, 0.368079, 0.532962
0.745804, 0.406236, 0.72695
0.942509, 0.688214, 0.899144
0.482326, 0.783346, 0.582104
0.036953, 0.594145, 0.511442
0.314783, 0.774903, 0.538577
0.836506, 0.823792, 0.417833
0.153055, 0.473308, 0.793286
0.890987, 0.690855, 0.0367328
0.942895, 0.0681247, 0.969109
0.557511, 0.918782, 0.8674
0.663471, 0.987152, 0.0634482
0.848574, 0.71623, 0.434507
0.60179, 0.776677, 0.597822
0.770362, 0.204315, 0.86922
0.658914, 0.200168, 0.020846
0.1855, 0.825843, 0.343601
0.214263, 0.188459, 0.861718
0.556068, 0.606327, 0.742961
0.778069, 0.0539113, 0.23418
0.713164, 0.170058, 0.555484
0.172273, 0.760605, 0.541571
0.651254, 0.655605, 0.654934
0.821822, 0.487065, 0.561198
0.923928, 0.688067, 0.284638
0.493183, 0.358527, 0.706366
0.451353, 0.0111319, 0.123852
0.143998, 0.0044798, 0.0969766
0.686436, 0.584217, 0.0852026
0.373459, 0.580777, 0.26903
0.139871, 0.255771, 0.311681
0.818075, 0.827643, 0.0685474
0.532841, 0.467686, 0.979572
0.784957, 0.182922, 0.944041
0.993472, 0.818661, 0.448397
