0.000000, 0.001276
0.020000, 0.001641
0.040000, 0.001732
0.060000, 0.001745
0.080000, 0.001654
0.100000, 0.002122
0.120000, 0.001693
0.140000, 0.002448
0.160000, 0.002656
0.180000, 0.003424
0.200000, 0.002305
0.220000, 0.002292
0.240000, 0.003490
0.260000, 0.004193
0.280000, 0.005039
0.300000, 0.005612
0.320000, 0.005065
0.340000, 0.003789
0.360000, 0.006328
0.380000, 0.004206
0.400000, 0.007513
0.420000, 0.004010
0.440000, 0.005339
0.460000, 0.038034
0.480000, 0.017292
0.500000, 0.075990
0.520000, 0.063737
0.540000, 0.019076
0.560000, 0.090117
0.580000, 0.051471
0.600000, 0.107370
0.620000, 0.112604
0.640000, 0.100182
0.660000, 0.143190
0.680000, 0.145273
0.700000, 0.148620
0.720000, 0.145599
0.740000, 0.153789
0.760000, 0.164883
0.780000, 0.176120
0.800000, 0.158411
0.820000, 0.174010
0.840000, 0.167174
0.860000, 0.182188
0.880000, 0.192174
0.900000, 0.190326
0.920000, 0.185013
0.940000, 0.193451
0.960000, 0.194128
0.980000, 0.199596
