0.111817, 0.0817894
0.169248, 0.00154082
0.819745, 0.000466553
0.274016, -0.0012322
0.495063, -1.49618e-05
0.141055, 0.00217865
0.800294, -0.00010928
0.880886, 0.00155819
0.747775, 0.0012567
0.141944, -0.00089213
0.0383617, -0.000645946
0.106191, 0.000778863
0.496495, 0.000297988
0.424664, -0.0015725
0.664878, 0.000432764
0.146681, 0.000883242
0.392369, -0.00106775
0.309239, -0.000796129
0.497321, 0.000473628
0.456444, -0.00220193
0.483286, -0.000890373
0.0212831, 8.43188e-05
0.241461, -0.000670788
0.290003, -0.000995715
0.0142175, -0.000400707
0.225453, -0.000406884
0.461412, 8.21896e-06
0.439074, 0.000307539
0.319109, -0.00178653
0.139722, -0.00182073
0.101021, 4.59305e-05
0.00441066, 0.00036905
0.713167, 0.00060292
0.760897, 0.00177594
0.955555, -0.000659859
0.92726, 0.000893093
0.198996, 0.000505828
0.890446, -0.000316167
0.416034, 0.00150462
0.789603, 0.00194413
0.945044, -0.000788829
0.67431, 0.000908203
0.619921, -0.000528207
0.289673, -0.00282982
0.157539, -0.00161739
0.646272, -0.000783976
0.552546, -0.00285607
0.320663, -0.0013646
0.92622, -0.000231745
0.646421, -0.00150334
0.72986, -0.00218193
0.611741, 0.000693535
0.0721884, 0.000399407
0.755906, -0.0015947
0.10403, 0.000395535
0.686932, 0.00100897
0.647555, 0.00154035
0.999724, 0.000533128
0.808321, -0.0014562
0.495232, -0.00110483
0.0900519, 8.25765e-05
0.116213, -0.00206508
0.768128, -0.000769554
0.480233, 0.000441901
0.381934, -0.000907033
0.0875831, 0.00145256
0.312491, 0.00147075
0.312548, -0.00161282
0.060683, 0.000252214
0.656999, 0.00124879
0.865543, 0.000526925
0.169228, 0.00126034
0.0294446, -0.000132331
0.323914, -0.000753925
0.278494, 0.000907828
0.425696, -0.00117
0.565748, -0.000767073
0.333019, -0.0010947
0.2141, -0.000214522
0.905651, 0.0018303
0.358833, -0.000784869
0.539363, 0.00193505
0.52801, -0.000940547
0.964326, 0.000359418
0.675453, -0.000242341
0.208826, 0.00223715
0.293078, -0.000372816
0.695025, 0.000647706
0.498776, -0.00047967
0.124876, 7.30826e-05
0.433594, 0.0017716
0.0370965, 0.00170106
0.661964, -0.0014158
0.516183, 0.000944728
0.621991, 0.0006463
0.198395, -0.00168599
0.0248649, 0.00115379
0.59081, -0.00139782
0.408317, 0.000692831
0.179032, -0.00120033
0.633379, -0.00072405
0.654372, 0.000661856
0.0599811, -0.00120376
0.417209, 0.000158833
0.243933, 0.000912373
0.061207, 0.00012503
0.478182, -0.000303253
0.857146, 0.000869634
0.2893, -0.000208336
0.868845, 0.000766971
0.359824, 0.000897691
0.163129, -0.000150185
0.221469, -0.000890135
0.0282447, -0.00178638
0.635454, 0.00178936
0.499184, -0.00113765
0.741638, -0.000324904
0.185233, 0.000304223
0.283372, 0.000310422
0.635418, -0.00315173
0.846594, 0.000141949
0.186875, -4.78969e-07
0.260076, -0.000407186
0.272306, 0.000577851
0.583842, 0.00119471
0.854416, 0.00075357
0.665406, 0.0011105
0.810241, -0.000336974
0.250137, -0.00254367
0.510409, 0.000946527
0.282516, -0.00116844
0.361248, -0.000766423
0.81508, -0.00126413
0.0305938, -0.000191115
0.64242, -0.000584355
0.5807, 0.000936235
0.79043, 0.000351542
0.128661, 0.000183631
0.439884, 0.000812431
0.668106, 0.000187612
0.423897, -0.00185327
0.946786, 0.0007432
0.436406, -3.91482e-06
0.830924, 0.00180312
0.3128, -0.000699499
0.688177, -0.00060552
0.771012, 0.00028887
0.469368, -0.000460777
0.124848, 0.00222476
0.788296, 0.000903996
0.560811, -0.000632279
0.400072, -0.000483965
0.451377, 0.00174193
0.150928, 0.00039673
0.784593, -0.00124593
0.700498, -0.00113227
0.306776, -6.09748e-05
0.785924, -6.35461e-06
0.345632, 0.000644976
0.0468137, 0.00121259
0.133005, 0.00183512
0.677762, -0.00147046
0.402039, 0.00203061
0.537584, 0.00213592
0.639264, 0.000670106
0.177616, 0.00115432
0.31493, -0.00116321
0.0198697, 0.00134268
0.958281, -0.00153194
0.229612, -0.00102072
0.512574, -0.000394942
0.107209, -8.23886e-05
0.796436, 0.00162136
0.264441, 0.00159674
0.59064, -0.000716408
0.633205, -0.00169475
0.775743, -0.00127402
0.538075, -0.00193659
0.275229, -2.3266e-05
0.242015, -0.00172073
0.233727, -0.00109453
0.0798954, -0.00122453
0.747118, -0.00106727
0.635442, 0.000690312
0.833372, 0.000818946
0.549054, 0.00128991
0.607628, 0.0010827
0.446734, 0.000886469
0.57265, -5.22734e-05
0.642449, -0.00223995
0.231478, 0.000655887
0.805356, 0.00131603
0.239251, -0.000198599
0.939436, 0.00188366
0.331496, -0.000319121
0.542, 0.00105618
0.241799, -0.000656384
0.145251, -0.00121655
0.219633, 0.000920674
0.897246, -0.00107781
0.502368, -9.91998e-05
0.610573, -0.00273734
0.712624, 0.00140284
0.0848636, 0.000930997
0.224779, 0.0011283
0.412807, 0.00192058
0.992569, -0.00101777
0.695666, -0.000284306
0.882939, 3.41455e-06
0.353772, 0.000499258
0.80256, 0.000339461
0.168679, 3.83131e-05
0.589888, 9.48418e-05
0.175889, -0.00104408
0.842271, -0.000338893
0.303699, -0.000547765
0.386202, 0.000748439
0.204368, 0.000884546
0.287702, -0.000549878
0.023042, 0.00195999
0.184579, -0.00165491
0.892177, 0.000327379
0.896891, 0.00159113
0.679032, -0.000133157
0.64084, -0.00165911
0.492312, 0.000766054
0.700902, 0.000351204
0.711059, 0.00111127
0.177872, 0.00285035
0.4369, -0.00110859
0.278137, -0.000368516
0.348467, -0.00142223
0.550685, -0.000307303
0.258774, 0.00071968
0.185755, 0.00132496
0.0164307, -0.0022317
0.391666, -0.00220686
0.329291, 0.00145122
0.444828, 0.000595722
0.237515, 0.000773586
0.415015, -5.58557e-05
0.689245, 0.000799792
0.780877, 0.000679045
0.453029, -0.000775889
0.0972478, -0.000984612
0.240747, -0.000254782
0.558629, -0.00159883
0.791207, -0.00245106
0.993892, -7.85229e-05
0.88914, 0.000138484
0.936092, -0.000912197
0.0230911, -0.000455004
0.423137, -0.000369953
0.44467, -0.00159335
0.313283, -0.00159426
0.154101, -0.000911989
0.45469, 0.0016095
0.30549, -0.00175844
0.169673, -0.000785004
0.0519018, 0.000396409
0.666267, -0.000111983
0.30237, -0.000120662
0.96677, -0.00128178
0.139821, 0.000312786
0.644017, -0.00054565
0.859276, 0.000218228
0.721702, -0.000170624
0.774041, -0.00101587
0.366878, -0.000813171
0.213007, -0.00119008
0.712058, 0.00213576
0.65852, -0.00162328
0.936677, 0.000518867
0.163591, 0.000903044
0.00513698, -0.000403373
0.846109, -0.00126943
0.142946, 0.00111248
0.483142, 0.000419541
