0.000000, 0.001381
0.020000, 0.001485
0.040000, 0.001615
0.060000, 0.001748
0.080000, 0.001916
0.100000, 0.002001
0.120000, 0.002189
0.140000, 0.002387
0.160000, 0.002734
0.180000, 0.002917
0.200000, 0.003067
0.220000, 0.003404
0.240000, 0.003894
0.260000, 0.004443
0.280000, 0.004527
0.300000, 0.005293
0.320000, 0.006605
0.340000, 0.007514
0.360000, 0.009554
0.380000, 0.011624
0.400000, 0.022911
0.420000, 0.036833
0.440000, 0.057436
0.460000, 0.070882
0.480000, 0.089895
0.500000, 0.103527
0.520000, 0.114116
0.540000, 0.125522
0.560000, 0.135564
0.580000, 0.142400
0.600000, 0.150651
0.620000, 0.155656
0.640000, 0.161879
0.660000, 0.167026
0.680000, 0.171862
0.700000, 0.176145
0.720000, 0.181090
0.740000, 0.184908
0.760000, 0.188229
0.780000, 0.191688
0.800000, 0.195214
0.820000, 0.198144
0.840000, 0.200592
0.860000, 0.202723
0.880000, 0.205369
0.900000, 0.208344
0.920000, 0.210538
0.940000, 0.212456
0.960000, 0.215089
0.980000, 0.216695
