0.411232, 0.570336, 0.507528
0.572351, 0.676942, 0.00507658
0.392272, 0.757565, 0.443703
0.872892, 0.928267, 0.0719869
0.192748, 0.707394, 0.483084
0.818614, 0.0833515, 0.427019
0.396923, 0.887301, 0.962335
0.518942, 0.339309, 0.836397
0.830234, 0.80035, 0.875352
0.314018, 0.110108, 0.59225
0.0451905, 0.828224, 0.904273
0.577007, 0.15478, 0.062428
0.722321, 0.360752, 0.7944
0.827963, 0.610335, 0.391228
0.055527, 0.41224, 0.341993
0.949494, 0.740797, 0.990262
0.300995, 0.570498, 0.449911
0.157017, 0.525381, 0.709924
0.627337, 0.74168, 0.5387
0.688702, 0.994649, 0.902095
0.889117, 0.622348, 0.993294
0.549089, 0.771496, 0.597845
0.153154, 0.572528, 0.295301
0.609195, 0.471791, 0.279392
0.612633, 0.432991, 0.167939
0.515103, 0.420656, 0.738
0.0213902, 0.592967, 0.315536
0.132166, 0.245182, 0.537661
0.475625, 0.0547377, 0.036352
0.913927, 0.357303, 0.904618
0.45969, 0.522683, 0.39174
0.420013, 0.515278, 0.0312264
0.858166, 0.308832, 0.991723
0.119741, 0.800841, 0.0110818
0.988783, 0.208231, 0.886096
0.966588, 0.466474, 0.636275
0.438507, 0.019233, 0.0151821
0.906064, 0.085017, 0.322556
0.405399, 0.323368, 0.581868
0.121241, 0.745548, 0.869628
0.70145, 0.840555, 0.91607
0.65172, 0.597516, 0.149879
0.701735, 0.221095, 0.406689
0.199265, 0.0553831, 0.186193
0.0823284, 0.484828, 0.146479
0.765885, 0.66744, 0.180191
0.535303, 0.151372, 0.703536
0.125169, 0.505966, 0.958424
0.97898, 0.973277, 0.14512
0.18835, 0.188436, 0.670084
0.972635, 0.631972, 0.60232
0.773015, 0.0784269, 0.490702
0.170716, 0.390009, 0.308051
0.844839, 0.658727, 0.340701
0.0368951, 0.657859, 0.0985688
0.556079, 0.146177, 0.0158683
0.173729, 0.773373, 0.0933973
0.157912, 0.972355, 0.638174
0.0444019, 0.389177, 0.731626
0.402973, 0.302474, 0.664563
0.688873, 0.325062, 0.594347
0.137874, 0.0785931, 0.742063
0.136542, 0.0479171, 0.534575
0.562091, 0.914514, 0.885635
0.297526, 0.304898, 0.356664
0.145572, 0.394392, 0.888841
0.0952061, 0.597966, 0.686945
0.929703, 0.79241, 0.771275
0.222368, 0.133234, 0.444706
0.427396, 0.911743, 0.400239
0.923434, 0.470606, 0.225725
0.395248, 0.479295, 0.626018
0.697358, 0.971745, 0.292221
0.62856, 0.643006, 0.510425
0.721859, 0.32568, 0.69927
