0.000000, 0.001361, 0.000030
0.020000, 0.001426, 0.000040
0.040000, 0.001668, 0.000040
0.060000, 0.001683, 0.000047
0.080000, 0.001846, 0.000054
0.100000, 0.001926, 0.000053
0.120000, 0.002117, 0.000052
0.140000, 0.002307, 0.000073
0.160000, 0.002465, 0.000076
0.180000, 0.002889, 0.000087
0.200000, 0.002981, 0.000094
0.220000, 0.003280, 0.000114
0.240000, 0.003505, 0.000115
0.260000, 0.003840, 0.000148
0.280000, 0.004127, 0.000166
0.300000, 0.004799, 0.000240
0.320000, 0.005445, 0.000285
0.340000, 0.005561, 0.000286
0.360000, 0.005951, 0.000331
0.380000, 0.007630, 0.000509
0.400000, 0.009839, 0.000799
0.420000, 0.011055, 0.000850
0.440000, 0.013426, 0.001370
0.460000, 0.017028, 0.001815
0.480000, 0.025248, 0.002197
0.500000, 0.025049, 0.002999
0.520000, 0.039103, 0.003438
0.540000, 0.048566, 0.004918
0.560000, 0.061408, 0.004894
0.580000, 0.075087, 0.005166
0.600000, 0.088186, 0.005339
0.620000, 0.103576, 0.005020
0.640000, 0.111847, 0.005064
0.660000, 0.124694, 0.003941
0.680000, 0.137169, 0.003363
0.700000, 0.142718, 0.003330
0.720000, 0.150978, 0.002360
0.740000, 0.153087, 0.003469
0.760000, 0.159459, 0.001564
0.780000, 0.165240, 0.001099
0.800000, 0.165299, 0.003071
0.820000, 0.172245, 0.001555
0.840000, 0.178259, 0.000862
0.860000, 0.181529, 0.000670
0.880000, 0.182963, 0.001576
0.900000, 0.185071, 0.000775
0.920000, 0.189946, 0.000764
0.940000, 0.193393, 0.000669
0.960000, 0.195098, 0.000785
0.980000, 0.196509, 0.000612
